content_id,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-1590585250246572231,-1590585250246572231,1933229167501870037,-6195775145989617417,511891900317865118,-2176468683077766369
-4662020648308370136,-4662020648308370136,8118799783881928573,3035329611795434601,5322532051893153382.1,5322532051893153382
-4110991218639855802,-4110991218639855802,962287586799267519,-844797936291539016,-8286289711960957081,9207286802575546269
1964631817676172382,1964631817676172382,-1762456938647577126,-4740532350684079805,-8502883448980287228,5558603035498264655
5156657166068502754,5156657166068502754,1929674614667189969,-4338308747999225618,1128840733277618400,4877833951599818487
-4102297002729307038,-4102297002729307038,5135371516547401748,-9137036168156595470,6908884359295619150,7071371416976898441
2093656054622337275,2093656054622337275,-1492913151930215984,-1419188045265393093,428486625959995206,1328618437884612347
9122627895188486603,9122627895188486603,-4930542581518647030,-3428996085514172371,5834671664627894569,1981046186743381313
1933229167501870037,1933229167501870037,-1590585250246572231,-6195775145989617417,-3700095596785790870,-2176468683077766369
7528802258213768379,7528802258213768379,3575694866055127253,6384824828701919724,7071371416976898441,-1630229587164086350
8078873160882064481,4945121243335041737,2388097612905924826,-1630229587164086350,223316996491584050,-5014627593450767720
-9083294960368598209,-9083294960368598209,7071371416976898441,3575694866055127253,-1630229587164086350,6384824828701919724
-6136272094613269629,-6136272094613269629,-1630229587164086350,-5198756378866433953,-5014627593450767720,-7130425546996181071
787067277772219433,787067277772219433,-5431549861280885742,-1630229587164086350,3575694866055127253,-7130425546996181071
-2778760500673113802,-3810375613673461625,4804093434821394840,5274322067107287523,1266958185239582088,-4110354420726924665
-6725796505137573953,-6725796505137573953,1266958185239582088,-2273517184910006534,4156291407717900798,-692972306229904743
1457728991321948254,5410603488837817052,5191381587333696286,8631616594020837056,-692972306229904743,1266958185239582088
-7101541512657907485,-7101541512657907485,-2826566343807132236,4109618890343020064,1431351528207086249,4463025528374352465
5281570276277574938,5281570276277574938,-9128652074338368262,2399228553079505025,-3269885695260066314,-2410328180964789831
1128840733277618400,4877833951599818487,1929674614667189969,-4338308747999225618,-9033211547111606164,5156657166068502754
-7356135999773525293,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
2313825045587317872,2313825045587317872,1403599387299754918,6075137928366965854,8729086959762650511,-1981734999963962468
-518690781085251687,-518690781085251687,5619251370090681244,4877833951599818487,1549650080907932816,-115909536143817330
3067875254349597654,-6713697716910928909,-6451309518266745024,-4110354420726924665,3353902017498793780,8084284001249507595
-7356135999773525293,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
5619251370090681244,5619251370090681244,4877833951599818487,-518690781085251687,1128840733277618400,-7165716941095296287
7420742904084384944,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
7420742904084384944,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
8219310215587599928,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
7748594134538052724,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
8219310215587599928,-7356135999773525293.1,7420742904084384944.1,8219310215587599928,7748594134538052724,8219310215587599928.1
-4186591400427142356,-4186591400427142356,123378787151399958,-5082274522455747241,6044362651232258738,6090089162789916215
8565115980515859979,8565115980515859979,-1926525896637230556,5619251370090681244,8690601908689146128,-1181242543195516037
8082202054464515448,751528815916485437,-5082274522455747241,123378787151399958,8912004903894879756,6341647533150019811
-5973686110278905367,-5973686110278905367,3293246847422795557,6754417485681598974,-8044741783031984918,4774970687540378081
-9172673334835262304,-9172673334835262304,-5636731245639685654,6157037646878010131,4815632823882298534,270443693434886127
-1039912738963181810,-9153494109165200346,-8909927294729358771,-9153494109165200346.1,8297658253225035519,-799315203186826480
3172866488852888544,3720742491238027703,8596997246990922861,1805849336099641652,-541666025693385823,7775857588929395558
8095004770374551394,-36844712915106340,-4541461982704074404,-6499865726739947794.1,-6499865726739947794,4121807259563748287
8801106199759296338,9136323715291453594,5162508842577612756,-5527182266336855540,8814787788150050622,6607431762270322325
-4760639635023250284,-4760639635023250284,4877833951599818487,-729129249377835720,5211673327552264703,-7165716941095296287
-9137036168156595470,-1630229587164086350,3575694866055127253,7071371416976898441,6384824828701919724,-7130425546996181071
-454649054276160610,-36844712915106340,-6499865726739947794.1,-6499865726739947794,-7638840925036528150,809601605585939618
-36844712915106340,-454649054276160610,8095004770374551394,-6499865726739947794,-6499865726739947794.1,-7638840925036528150
5333141914314968598,3193164045772142182,8095004770374551394,5053372977408537204,-6778286518036232293,-6817732106250460899
-8248141950199177506,-8248141950199177506,3575694866055127253,-7130425546996181071,-3552937095886146934,6384824828701919724
-5431549861280885742,-5431549861280885742,-1630229587164086350,3575694866055127253,-7130425546996181071,-5014627593450767720
1003778007373126185,1003778007373126185,-5605799891597699962,-4760639635023250284,-4138575697540914268,1041289933344278866
-1060990524105135617,-1060990524105135617,-8068727428160395745,2220561310072186802,5258604889412591249,-8123434787655959885
-9100490342054218852,-9100490342054218852,4036103329046553070,-6273159470243757969,8963938873430212934,2399228553079505025
4121807259563748287,4121807259563748287,-4541461982704074404,-5829402940194444779,-5997769775112032630,8095004770374551394
-6133746337603876146,-6133746337603876146,738761744030347929,-8962700386317589038,809601605585939618,-8734181034726403477
-6713697716910928909,-6713697716910928909,3067875254349597654,3353902017498793780,-6451309518266745024,-4110354420726924665
5191381587333696286,5191381587333696286,-3211843544085892873,-1418355038507506357,4706890430832287959,1457728991321948254
2900029983899283273,2900029983899283273,2255603060224026824,1266958185239582088,-1868297195590431285,-3810375613673461625
4849766494522371290,4849766494522371290,-4110354420726924665,-6451309518266745024,3353902017498793780,5274322067107287523
6200172800690402606,6200172800690402606,1266958185239582088,-1868297195590431285,2255603060224026824,-3810375613673461625
-3810375613673461625,-3810375613673461625,-2778760500673113802,1266958185239582088,-1868297195590431285,5274322067107287523
-254088699629065171,-6451309518266745024,-4110354420726924665,3353902017498793780,5274322067107287523,1485652648052127324
-9171475473795142532,-2711301039947937868,3353902017498793780,-4110354420726924665,-6451309518266745024,1485652648052127324
2690205894709699741,2690205894709699741,3578170066555585515,8065912276310959188,-6171950598721418038,3382511589554885024
-8773118241761372618,-8773118241761372618,2280365999288629014,7351002593233940239,-327208414896292296,-8734181034726403477
-7315032288233856709,-7315032288233856709,-6499865726739947794,-6499865726739947794.1,-36844712915106340,-7638840925036528150
3193164045772142182,3193164045772142182,5333141914314968598,8095004770374551394,5589105207760786822,6576356408780336784
4056017896532335209,4056017896532335209,-6941221957775073810,626121253933491500,7653591914898297019,-4414039190127558142
-6362758570633473480,-6362758570633473480,5533752987392101383,5930806521893160184,-2271868873349907631,3155118717275463069
-8287402887944984163,-8287402887944984163,8259682769688682084,6743199836219189414,-1564468014116140117,-8704908797766843570
84318068629167514,84318068629167514,-7169261479876586557,8386493184609384928,5719793245136119929,-329139582593571060
6652210819857467321,6652210819857467321,-595851741330881198,-1630229587164086350,3575694866055127253,-5014627593450767720
739747367187387064,739747367187387064,-2148899391355011268,-205193648629294862,5410603488837817052,8631616594020837056
8471417198703153120,8471417198703153120,1266958185239582088,-1868297195590431285,6200172800690402606,-5578229678262992168
-2711301039947937868,-2711301039947937868,3353902017498793780,-9171475473795142532,-6451309518266745024,-4110354420726924665
-1662763254714212341,-1662763254714212341,-2041630887686751489,-78066964941874046,8483892789913825147,8620166073102656574
-8349788035147634450,-8349788035147634450,2372438485070148864,6917508501173008954,5239464617027010625,-2144625344076628986
5269583152423890030,5269583152423890030,123378787151399958,5779887740609126631,1107739178195154647,4161491675236615151
-2271868873349907631,-2271868873349907631,4785499183287168509,-5238066650780855302,-7174595923544719736,-5002383425685129595
3703141283586666995,3703141283586666995,6797033574746412211,5688279681867464747,3845974592165897942,-659411840002799494
-3974295763584921518,-3974295763584921518,-5602127731550819348,-4798431998955209742,-1022885988494278200,3075810310719170278
-327208414896292296,-327208414896292296,6001127456099879458,-8773118241761372618,2607211459879791691,-4754223659064624252
-5525441367600219076,589254894302309232,8120046881003900118,3566197569262766169,-4318248821095057296,-5055745575969002313
-998818216447049475,-998818216447049475,-8258529658421542282,1328618437884612347,8342423402350940832,6304895356046683527
6090517797383271316,6090517797383271316,-9176143510534135851,3310859214930485296,-6859363289291329827,8355302955998803709
8298709454703868984,8298709454703868984,-6151852268067518688,8968837261991914049,8836508987743809103,3293246847422795557
-4740532350684079805,-4740532350684079805,1964631817676172382,-1762456938647577126,-4930542581518647030,-518690781085251687
2709926970543371965,2709926970543371965,-8245663037926520114,123378787151399958,4313871021753084020,-5082274522455747241
1542516532533301214,5145921881592486583,-3528088210002754978,-3319960804317299025,5795281877636738272,2280365999288629014
7454130161726657097,7454130161726657097,-498521148402713730,-7043209138459666190,-7165716941095296287,-518690781085251687
3475346635930218065,3475346635930218065,2788367348502337122,-8704908797766843570,5410293063635507608,8259682769688682084
-3633300009206493694,-3633300009206493694,4355464044208438135,-5829979886567267504,3075564241645350154,-4336877432539963613
-1892877682006771545,-1892877682006771545,-7777013191403056825,1805849336099641652,2271592336048425450,-8618420761918493321
4196146076384098027,4196146076384098027,123378787151399958,-4386371945374980231,-2167839778474325326,-5082274522455747241
6162786478796754684,6162786478796754684,-6761163882540291832,-8968101771604200516,204997192300542382,8386493184609384928
1459131257418324496,1459131257418324496,8428597553954921991,-6778286518036232293,1981046186743381313,-6308850935767965758
-9028990334396397584,-9028990334396397584,-6074661548047199165,-9152398073968262186,6817244649248188271,-1123543351704082417
2788367348502337122,2788367348502337122,-8704908797766843570,7616472242818646827,8259682769688682084,4247196691613374764
5834671664627894569,962287586799267519,-844797936291539016,9207286802575546269,-277169424764188814,-1484165300616478995
-6814865160063205794,-6814865160063205794,-9089854794058353436,-434149774629603391,-5637143900506554933,3609315114795782005
-7051470020148066326,-7051470020148066326,5250363310227021277,-7126520323752764957,-8068727428160395745,2220561310072186802
7828019124127586556,7828019124127586556,1981046186743381313,-6308850935767965758,-1342820011354825290,-3460883803089049921
6987435400166905688,6987435400166905688,8968837261991914049,-1403735753867098241,1286723199785027310,6917508501173008954
-8427763028519233712,-8427763028519233712,-5154395767417065070,-5736221996280340620,-8937070974333045193,223316996491584050
-993224631915984347,-993224631915984347,7395435905985567130,-434149774629603391,-5637143900506554933,-9089854794058353436
-3876501423599932851,-3876501423599932851,1002673045600956890,4422997595777504091,-4414039190127558142,8748370453256790422
-7367898111498277224,-2377881752614744441.1,-2377881752614744441,-3295913657316686039,886450434856305025,-5009578843275173733
2885511262558254418,2885511262558254418,-4541461982704074404,5189107351987144723,5795281877636738272,8095004770374551394
8049518593334748695,8049518593334748695,4317140528951861957,-2440547657721869309,5250363310227021277,-7126520323752764957
1649085803937938638,1649085803937938638,3196303498841885455,7206850235815254159,-5976464170927897250,4579557799493615039
-3718969219417182449,4774970687540378081,-4336877432539963613,6754313450809254838,-7033990154815318757,-7534240757267992657
-2967429522197137387,-2967429522197137387,-6136272094613269629,65053321054180411,7498047411414226273,-3671800260859291252
-7660505434580831027,-7660505434580831027,123378787151399958,-5082274522455747241,1577045425286888616,-8245663037926520114
3394403706511230595,3394403706511230595,-4127059794203205931,-7959318068735027467,9208127165664287660,8381798621267347902.1
-5989749314869037016,-5989749314869037016,-6192959589652486637,1400543852157442197,-7714713652743527644,270443693434886127
-4485188959476061019,-4485188959476061019,-569322218183730892,2424381466524517235,6472331784294749716,7029834616968294970
-264519121623606417,-264519121623606417,966067567430037498,-4615575698508618335,1433393829724383645,-6739959707791598779
-8900307211613973542,-8900307211613973542,638282658987724754,-8068727428160395745,6304895356046683527,5092635400707338872
4296604388230897073,4296604388230897073,5779887740609126631,-1297580205670251233,123378787151399958,-5799839529845993396
-3709378389941441506,-1564468014116140117,-8704908797766843570,8259682769688682084,5410293063635507608,6743199836219189414
2888507406903473601,2888507406903473601,1283472251609674486,8869575677747285539,6783622248311192269,-1138633255366005559
-9041823059579281174,-9041823059579281174,-434149774629603391,-9089854794058353436,3609315114795782005,1356221992133852808
3473173479782472081,3473173479782472081,3068975614432538771,6222001809679591440,-2539915991213675511,3067875254349597654
-6941293448141178017,-6941293448141178017,1266958185239582088,-1868297195590431285,-3810375613673461625,2255603060224026824
-2273517184910006534,-2273517184910006534,-1868297195590431285,1266958185239582088,-692972306229904743,2916072977192006313
1852992637140705599,1852992637140705599,1266958185239582088,-1868297195590431285,-3810375613673461625,2255603060224026824
-1868297195590431285,-1868297195590431285,1266958185239582088,-2273517184910006534,5274322067107287523,-1024046541613287684
5274322067107287523,-6451309518266745024,-4110354420726924665,3353902017498793780,1485652648052127324,8084284001249507595
-4917007328809735647,-4917007328809735647,-4110354420726924665,-6451309518266745024,5274322067107287523,1485652648052127324
5680566822246004912,5680566822246004912,-6451309518266745024,-4110354420726924665,8631616594020837056,3353902017498793780
8084284001249507595,8084284001249507595,-4110354420726924665,-6451309518266745024,3067875254349597654,-6713697716910928909
4814419120794996930,-1556169727291354289,2468005329717107277,-2237790708081130271,-5808672937983623398,-5808672937983623398.1
-9090514312860140897,-9090514312860140897,-4374331682165863764,7036087807129071010,9128267824356972069,1266958185239582088
-1484165300616478995,962287586799267519,5834671664627894569,-277169424764188814,-844797936291539016,6669026579073415958
-1051830303851697653,-5500597021296520708,2573252627510191315,-7004749589391210034,4625350031392752392,8596997246990922861
5317978293082383492,5317978293082383492,4372031182493802582,8259682769688682084,-8704908797766843570,6743199836219189414
-844797936291539016,-844797936291539016,962287586799267519,-277169424764188814,5834671664627894569,6669026579073415958
751528815916485437,751528815916485437,123378787151399958,-6859363289291329827,-5082274522455747241,4313871021753084020
3496156626367166618,3496156626367166618,4804093434821394840,9136323715291453594,8968837261991914049,2990005046938769485
-7043209138459666190,-7043209138459666190,-7165716941095296287,4877833951599818487,-498521148402713730,1328618437884612347
-4704033845097735448,-4704033845097735448,4877833951599818487,-1254906787526072320,1128840733277618400,5211673327552264703
-2477364558321255827,-2477364558321255827,-1995591062742965408,3884256359744615997.1,3884256359744615997,-6394075099886393346
-7796858148829878756,-7796858148829878756,-3758287970266820834,-8314629309720421219,-1022885988494278200,-5602127731550819348
-569322218183730892,-569322218183730892,-4485188959476061019,-5968239566051821631,6472331784294749716,2424381466524517235
-450825503558460924,459008865413659388,-4126288159365354498,-6940923725353716164,4654349179360175629,1459131257418324496
6042459843569845586,6042459843569845586,5206308811707978799,428486625959995206,1328618437884612347,5688444173453700360
-1024046541613287684,-1024046541613287684,-1868297195590431285,1266958185239582088,-3810375613673461625,5274322067107287523
3068975614432538771,3068975614432538771,6222001809679591440,3473173479782472081,8631616594020837056,8789407896263306493
-4463029741564307314,-2184022689343185012,7277161137091492767,3575694866055127253,-6863138929434705713,6384824828701919724
-7298164314968527788,-7298164314968527788,687641199951066750,-6941293448141178017,7828019124127586556,2388097612905924826
2586379029487881843,2586379029487881843,7323176445666562417,-205193648629294862,-7002558676365724983,7516228655554309785
-5799839529845993396,-5799839529845993396,5779887740609126631,6341647533150019811,-1297580205670251233,123378787151399958
-6499865726739947794,-6499865726739947794,-6499865726739947794.1,-7315032288233856709,-36844712915106340,-7638840925036528150
-6499865726739947794,-6499865726739947794,-6499865726739947794.1,-7315032288233856709,-36844712915106340,-7638840925036528150
1362186507591814859,1362186507591814859,123378787151399958,4313871021753084020,-8254222281357012124,484986956330644320
9209629151177723638,9209629151177723638,4607279316199873708,-5521549171704079872,8596997246990922861,489290927107045539
-42126282997118624,-42126282997118624,1061238072586805321,-321691855821364131,-2309481887656981309,-2309481887656981309.1
1674373276159762025,1674373276159762025,7534917347133949300,-6642751159620064055,-4754223659064624252,1469580151036142903
1041289933344278866,1041289933344278866,-4760639635023250284,-6728844082024523434,-703416562539077070,-2271868873349907631
-6817732106250460899,-6817732106250460899,-6324550271415246022,-8722526817358894474,3582716808949240433,7004101889471761341
7555106864392724379,7555106864392724379,-7529178973676767391,-4615575698508618335,966067567430037498,3294074907209583622
5145921881592486583,5145921881592486583,-3528088210002754978,1542516532533301214,-3319960804317299025,-4374331682165863764
8654585772743935612,809601605585939618,-36844712915106340,-6499865726739947794,-6499865726739947794.1,-7638840925036528150
-156577302871365261,-156577302871365261,123378787151399958,-5082274522455747241,-2220859822082318562.1,-2220859822082318562
6215963711332976380,6215963711332976380,-1511619461666295654,-8340365043226490059,8020104407235635818,-6761163882540291832
3761187656635209729,-2041630887686751489,-5808672937983623398.1,-5808672937983623398,2468005329717107277,-2237790708081130271
-1287202638861144684,-1287202638861144684,-1287202638861144684.1,123378787151399958,1115750778137998115,8869575677747285539
8770410950539401126,8770410950539401126,8631616594020837056,8789407896263306493,7323176445666562417,-1676378465482420452
-1287202638861144684,-1287202638861144684,-1287202638861144684.1,123378787151399958,1115750778137998115,8869575677747285539
179286456725721055,179286456725721055,1266958185239582088,-1868297195590431285,-3810375613673461625,-1024046541613287684
8605423472891112686,8605423472891112686,3075564241645350154,2448026894306402386,5152069678055228801,-4374331682165863764
1423541364223434892,1423541364223434892,-4374331682165863764,4463025528374352465,-3528088210002754978,-1870456025059842373
-8445686000003509032,-8445686000003509032,5745373608367143062,-4374331682165863764,3075564241645350154,1586004000405879970
1586004000405879970,1586004000405879970,3353902017498793780,-6451309518266745024,-4110354420726924665,6023609667389715259
7645026617184703521,7645026617184703521,-8529522981244750831,-2041630887686751489,3075810310719170278,444378495316508239
-6171950598721418038,-6171950598721418038,-861913102049789637,4577451034168098359,-8992201526199201450,-4798431998955209742
-860914756454619650,-860914756454619650,6678691743269420670,8340838192486391835,-6570327055377820618,-993224631915984347
-6778286518036232293,-6778286518036232293,8428597553954921991,5384282624557636856,2736373711035411385,4751741894255718069
-5769968511636780471,-5769968511636780471,7965539599896143226,-623310439329591027,4333668738649701866,-7152753999571084411
5189107351987144723,5189107351987144723,-8489944755890710748,2885511262558254418,3799414975499163376,-5331421579623797776
8300126456272756546,8300126456272756546,4340103631421550622,-7732246497578572511,-145625979744144572,6049739262059615567
3995377148178067553,3995377148178067553,123378787151399958,-8949113594875411859,-908052164352446106,4313871021753084020
-8587352636561360574,-387651900461462767,-7908990633460844158,-6851896696719147400,3437437537867086722,6535950170823528902
-8388400806941996172,-8388400806941996172,-6893108632164641498,-1876558460087500339,-1088742830039453732,4404314996867098682
-6863138929434705713,-1630229587164086350,3575694866055127253,-595851741330881198,-7130425546996181071,-5014627593450767720
4441012164161473407,4441012164161473407,-2041630887686751489,-5808672937983623398.1,-5808672937983623398,2468005329717107277
-7481609677042800346,-7691630854548349557,-5636731245639685654,-7565625515044903967,-8254222281357012124,-7726397374158219907
-7550906488404754851,-7550906488404754851,6642437212220341339,3180828616327439381,-7047448754687279385,2834072258350675251
5147907773522671167,5147907773522671167,2335028422423709400,1805849336099641652,-4338308747999225618,5250363310227021277
3343368383976781910,3343368383976781910,-6859363289291329827,-2323511129839590090,-5082274522455747241,-7009536306337650657
-3515692979189178102,-3515692979189178102,4877833951599818487,8298709454703868984,2314077149264083254,-6151852268067518688
4877833951599818487,4877833951599818487,1128840733277618400,5619251370090681244,-4761420664091904483,-4760639635023250284
5311977399951270341,5311977399951270341,-1901742495252324928,-5434287697440336767,-4049108709890217048,-7681408188643141872
2333823948799779498,2333823948799779498,3293246847422795557,3720742491238027703,7775857588929395558,8968837261991914049
8968837261991914049,8968837261991914049,1286723199785027310,6987435400166905688,-1403735753867098241,5111115201913219115
-8962700386317589038,738761744030347929,-6133746337603876146,809601605585939618,-36844712915106340,-8734181034726403477
-2375266175756882986,-2375266175756882986,2495913984359439198,-3760006690401014603,-8992201526199201450,-986193709330758766
-7777013191403056825,-7777013191403056825,1537717759622831344,-1892877682006771545,1805849336099641652,8353614127518545485
2293315701090958124,4340103631421550622,8082202054464515448,-2388274433047018803,-8381230866408697127,-70211258489242437
2293315701090958124,4340103631421550622,8082202054464515448,-2388274433047018803,-8381230866408697127,-70211258489242437
374352050712569304,374352050712569304,-5037827401452845772,-8968101771604200516,-2323511129839590090,-5082274522455747241
-3299064309968644318,8120046881003900118,2171312647242674161,-4270702541777554377,2388097612905924826,-4996336942690402156
-5179258585851879449,-5179258585851879449,-6340141548068597572,3328253785421705444,9060231864899459154,6260854150231142184
-3785072380450959101,-3785072380450959101,2321412363020240814,7288937801410681383,-5845411843260276924,4320282974712265321
3057455921237571253,3057455921237571253,1266958185239582088,-1868297195590431285,-1024046541613287684,2900029983899283273
-3528088210002754978,-3528088210002754978,5145921881592486583,1542516532533301214,-4374331682165863764,-6725796505137573953
-788035419968530567,-788035419968530567,4815632823882298534,4313871021753084020,123378787151399958,-6761163882540291832
4579557799493615039,4579557799493615039,127799031949294618,4675505028897335428,-5573840044320724169,-3666646454167334466
-2252459228396350242,-2252459228396350242,6829640091575814990,4815632823882298534,-3699283667575074041,539980615899429566
-2306623058132041487,-2306623058132041487,123378787151399958,4313871021753084020,-8968101771604200516,231281690254211527
6941466664989793964,6941466664989793964,2259988589066296676,7734121175534200554,4634963407423735625,8386493184609384928
3578170066555585515,4706890430832287959,2916072977192006313,8424505741986577894,6222001809679591440,3068975614432538771
687641199951066750,687641199951066750,-4374331682165863764,4463025528374352465,-6249065792190816357,2448026894306402386
-1911407455198985777,-1911407455198985777,3727587882617538492,1266958185239582088,2900029983899283273,7845570490247450966
-5679427141235752819,-5679427141235752819,1058405970043104639,8129909026510620711,4677417698542178243,-3820497466351868775
1120323498091467525,1120323498091467525,-3405516291669853723,-5917314377186856799,-7009536306337650657,6157037646878010131
-7833921387228274142,-7833921387228274142,2474876390020567211,8729086959762650511,1403599387299754918,6075137928366965854
